DISTRICT,ACTIVITY,DATE,RATINGS,PARTY,ASSEMBLY
Erode,nil,14/06/2020,0,INC TN,PERUNDURAI
Erode,nil,14/06/2020,0,IUML,PERUNDURAI
Erode,nil,14/06/2020,0,MNM,PERUNDURAI
Erode,nil,14/06/2020,0,NTK,PERUNDURAI
Erode,nil,14/06/2020,0,PMK,PERUNDURAI
Erode,nil,14/06/2020,0,TMC,PERUNDURAI
Nilgiris,nil,14/06/2020,0,AIADMK,COONOOR
Nilgiris,nil,14/06/2020,0,BJP TN,COONOOR
Nilgiris,nil,14/06/2020,0,DMDK,COONOOR
Nilgiris,nil,14/06/2020,0,DMK,COONOOR
Nilgiris,nil,14/06/2020,0,INC TN,COONOOR
Nilgiris,nil,14/06/2020,0,IUML,COONOOR
Nilgiris,nil,14/06/2020,0,MNM,COONOOR
Nilgiris,nil,14/06/2020,0,NTK,COONOOR
Nilgiris,nil,14/06/2020,0,PMK,COONOOR
Nilgiris,nil,14/06/2020,0,TMC,COONOOR
Nilgiris,nil,14/06/2020,0,AIADMK,GUDALUR
Nilgiris,nil,14/06/2020,0,BJP TN,GUDALUR
Nilgiris,nil,14/06/2020,0,DMDK,GUDALUR
Nilgiris,nil,14/06/2020,0,DMK,GUDALUR
Nilgiris,nil,14/06/2020,0,INC TN,GUDALUR
Nilgiris,nil,14/06/2020,0,IUML,GUDALUR
Nilgiris,nil,14/06/2020,0,MNM,GUDALUR
Nilgiris,nil,14/06/2020,0,NTK,GUDALUR
Nilgiris,nil,14/06/2020,0,PMK,GUDALUR
Nilgiris,nil,14/06/2020,0,TMC,GUDALUR
Nilgiris,nil,14/06/2020,0,AIADMK,UDHAGAMANDALAM
Nilgiris,nil,14/06/2020,0,BJP TN,UDHAGAMANDALAM
Nilgiris,nil,14/06/2020,0,DMDK,UDHAGAMANDALAM
Nilgiris,nil,14/06/2020,0,DMK,UDHAGAMANDALAM
Nilgiris,nil,14/06/2020,0,INC TN,UDHAGAMANDALAM
Nilgiris,nil,14/06/2020,0,IUML,UDHAGAMANDALAM
Nilgiris,nil,14/06/2020,0,MNM,UDHAGAMANDALAM
Nilgiris,nil,14/06/2020,0,NTK,UDHAGAMANDALAM
Nilgiris,nil,14/06/2020,0,PMK,UDHAGAMANDALAM
Nilgiris,nil,14/06/2020,0,TMC,UDHAGAMANDALAM
Tiruppur,nil,14/06/2020,0,AIADMK,AVANASHI
Tiruppur,nil,14/06/2020,0,BJP TN,AVANASHI
Tiruppur,nil,14/06/2020,0,DMDK,AVANASHI
Tiruppur,nil,14/06/2020,0,DMK,AVANASHI
Tiruppur,nil,14/06/2020,0,INC TN,AVANASHI
Tiruppur,nil,14/06/2020,0,IUML,AVANASHI
Tiruppur,nil,14/06/2020,0,MNM,AVANASHI
Tiruppur,nil,14/06/2020,0,NTK,AVANASHI
Tiruppur,nil,14/06/2020,0,PMK,AVANASHI
Tiruppur,nil,14/06/2020,0,TMC,AVANASHI
Tiruppur,nil,14/06/2020,0,AIADMK,DHARAPURAM
Tiruppur,nil,14/06/2020,0,BJP TN,DHARAPURAM
Tiruppur,nil,14/06/2020,0,DMDK,DHARAPURAM
Tiruppur,nil,14/06/2020,0,DMK,DHARAPURAM
Tiruppur,nil,14/06/2020,0,INC TN,DHARAPURAM
Tiruppur,nil,14/06/2020,0,IUML,DHARAPURAM
Tiruppur,nil,14/06/2020,0,MNM,DHARAPURAM
Tiruppur,nil,14/06/2020,0,NTK,DHARAPURAM
Tiruppur,nil,14/06/2020,0,PMK,DHARAPURAM
Tiruppur,nil,14/06/2020,0,TMC,DHARAPURAM
Tiruppur,nil,14/06/2020,0,AIADMK,KANGAYAM
Tiruppur,nil,14/06/2020,0,BJP TN,KANGAYAM
Tiruppur,nil,14/06/2020,0,DMDK,KANGAYAM
Tiruppur,nil,14/06/2020,0,DMK,KANGAYAM
Tiruppur,nil,14/06/2020,0,INC TN,KANGAYAM
Tiruppur,nil,14/06/2020,0,IUML,KANGAYAM
Tiruppur,nil,14/06/2020,0,MNM,KANGAYAM
Tiruppur,nil,14/06/2020,0,NTK,KANGAYAM
Tiruppur,nil,14/06/2020,0,PMK,KANGAYAM
Tiruppur,nil,14/06/2020,0,TMC,KANGAYAM
Tiruppur,nil,14/06/2020,0,AIADMK,MADATHUKULAM
Tiruppur,nil,14/06/2020,0,BJP TN,MADATHUKULAM
Tiruppur,nil,14/06/2020,0,DMDK,MADATHUKULAM
Tiruppur,nil,14/06/2020,0,DMK,MADATHUKULAM
Tiruppur,nil,14/06/2020,0,INC TN,MADATHUKULAM
Tiruppur,nil,14/06/2020,0,IUML,MADATHUKULAM
Tiruppur,nil,14/06/2020,0,MNM,MADATHUKULAM
Tiruppur,nil,14/06/2020,0,NTK,MADATHUKULAM
Tiruppur,nil,14/06/2020,0,PMK,MADATHUKULAM
Tiruppur,nil,14/06/2020,0,TMC,MADATHUKULAM
Tiruppur,nil,14/06/2020,0,AIADMK,PALLADAM
Tiruppur,nil,14/06/2020,0,BJP TN,PALLADAM
Tiruppur,nil,14/06/2020,0,DMDK,PALLADAM
Tiruppur,nil,14/06/2020,0,DMK,PALLADAM
Tiruppur,nil,14/06/2020,0,INC TN,PALLADAM
Tiruppur,nil,14/06/2020,0,IUML,PALLADAM
Tiruppur,nil,14/06/2020,0,MNM,PALLADAM
Tiruppur,nil,14/06/2020,0,NTK,PALLADAM
Tiruppur,nil,14/06/2020,0,PMK,PALLADAM
Tiruppur,nil,14/06/2020,0,TMC,PALLADAM
Tiruppur,nil,14/06/2020,0,AIADMK,TIRUPPUR (NORTH)
Tiruppur,nil,14/06/2020,0,BJP TN,TIRUPPUR (NORTH)
Tiruppur,nil,14/06/2020,0,DMDK,TIRUPPUR (NORTH)
Tiruppur,nil,14/06/2020,0,DMK,TIRUPPUR (NORTH)
Tiruppur,nil,14/06/2020,0,INC TN,TIRUPPUR (NORTH)
Tiruppur,nil,14/06/2020,0,IUML,TIRUPPUR (NORTH)
Tiruppur,nil,14/06/2020,0,MNM,TIRUPPUR (NORTH)
Tiruppur,nil,14/06/2020,0,NTK,TIRUPPUR (NORTH)
Tiruppur,nil,14/06/2020,0,PMK,TIRUPPUR (NORTH)
Tiruppur,nil,14/06/2020,0,TMC,TIRUPPUR (NORTH)
Tiruppur,nil,14/06/2020,0,AIADMK,TIRUPPUR (SOUTH)
Tiruppur,nil,14/06/2020,0,BJP TN,TIRUPPUR (SOUTH)
Tiruppur,nil,14/06/2020,0,DMDK,TIRUPPUR (SOUTH)
Tiruppur,nil,14/06/2020,0,DMK,TIRUPPUR (SOUTH)
Tiruppur,nil,14/06/2020,0,INC TN,TIRUPPUR (SOUTH)
Tiruppur,nil,14/06/2020,0,IUML,TIRUPPUR (SOUTH)
Tiruppur,nil,14/06/2020,0,MNM,TIRUPPUR (SOUTH)
Tiruppur,nil,14/06/2020,0,NTK,TIRUPPUR (SOUTH)
Tiruppur,nil,14/06/2020,0,PMK,TIRUPPUR (SOUTH)
Tiruppur,nil,14/06/2020,0,TMC,TIRUPPUR (SOUTH)
Tiruppur,nil,14/06/2020,0,AIADMK,UDUMALAIPETTAI
Tiruppur,nil,14/06/2020,0,BJP TN,UDUMALAIPETTAI
Tiruppur,nil,14/06/2020,0,DMDK,UDUMALAIPETTAI
Tiruppur,nil,14/06/2020,0,DMK,UDUMALAIPETTAI
Tiruppur,nil,14/06/2020,0,INC TN,UDUMALAIPETTAI
Tiruppur,nil,14/06/2020,0,IUML,UDUMALAIPETTAI
Tiruppur,nil,14/06/2020,0,MNM,UDUMALAIPETTAI
Tiruppur,nil,14/06/2020,0,NTK,UDUMALAIPETTAI
Tiruppur,nil,14/06/2020,0,PMK,UDUMALAIPETTAI
Tiruppur,nil,14/06/2020,0,TMC,UDUMALAIPETTAI
Coimbatore,nil,21/06/2020,0,AIADMK,COIMBATORE (NORTH)
Coimbatore,nil,21/06/2020,0,BJP TN,COIMBATORE (NORTH)
Coimbatore,nil,21/06/2020,0,DMDK,COIMBATORE (NORTH)
Coimbatore,nil,21/06/2020,0,DMK,COIMBATORE (NORTH)
Coimbatore,nil,21/06/2020,0,INC TN,COIMBATORE (NORTH)
Coimbatore,nil,21/06/2020,0,IUML,COIMBATORE (NORTH)
Coimbatore,nil,21/06/2020,0,MNM,COIMBATORE (NORTH)
Coimbatore,nil,21/06/2020,0,NTK,COIMBATORE (NORTH)
Coimbatore,nil,21/06/2020,0,PMK,COIMBATORE (NORTH)
Coimbatore,nil,21/06/2020,0,TMC,COIMBATORE (NORTH)
Coimbatore,nil,21/06/2020,0,AIADMK,COIMBATORE (SOUTH)
Coimbatore,nil,21/06/2020,0,BJP TN,COIMBATORE (SOUTH)
Coimbatore,nil,21/06/2020,0,DMDK,COIMBATORE (SOUTH)
Coimbatore,nil,21/06/2020,0,DMK,COIMBATORE (SOUTH)
Coimbatore,nil,21/06/2020,0,INC TN,COIMBATORE (SOUTH)
Coimbatore,nil,21/06/2020,0,IUML,COIMBATORE (SOUTH)
Coimbatore,nil,21/06/2020,0,MNM,COIMBATORE (SOUTH)
Coimbatore,nil,21/06/2020,0,NTK,COIMBATORE (SOUTH)
Coimbatore,nil,21/06/2020,0,PMK,COIMBATORE (SOUTH)
Coimbatore,nil,21/06/2020,0,TMC,COIMBATORE (SOUTH)
Coimbatore,nil,21/06/2020,0,AIADMK,KAVUNDAMPALAYAM
Coimbatore,nil,21/06/2020,0,BJP TN,KAVUNDAMPALAYAM
Coimbatore,nil,21/06/2020,0,DMDK,KAVUNDAMPALAYAM
Coimbatore,nil,21/06/2020,0,DMK,KAVUNDAMPALAYAM
Coimbatore,nil,21/06/2020,0,INC TN,KAVUNDAMPALAYAM
Coimbatore,nil,21/06/2020,0,IUML,KAVUNDAMPALAYAM
Coimbatore,nil,21/06/2020,0,MNM,KAVUNDAMPALAYAM
Coimbatore,nil,21/06/2020,0,NTK,KAVUNDAMPALAYAM
Coimbatore,nil,21/06/2020,0,PMK,KAVUNDAMPALAYAM
Coimbatore,nil,21/06/2020,0,TMC,KAVUNDAMPALAYAM
Coimbatore,nil,21/06/2020,0,AIADMK,KINATHUKADAVU
Coimbatore,nil,21/06/2020,0,BJP TN,KINATHUKADAVU
Coimbatore,nil,21/06/2020,0,DMDK,KINATHUKADAVU
Coimbatore,nil,21/06/2020,0,DMK,KINATHUKADAVU
Coimbatore,nil,21/06/2020,0,INC TN,KINATHUKADAVU
Coimbatore,nil,21/06/2020,0,IUML,KINATHUKADAVU
Coimbatore,nil,21/06/2020,0,MNM,KINATHUKADAVU
Coimbatore,nil,21/06/2020,0,NTK,KINATHUKADAVU
Coimbatore,nil,21/06/2020,0,PMK,KINATHUKADAVU
Coimbatore,nil,21/06/2020,0,TMC,KINATHUKADAVU
Coimbatore,nil,21/06/2020,0,AIADMK,METTUPPALAYAM
Coimbatore,nil,21/06/2020,0,BJP TN,METTUPPALAYAM
Coimbatore,nil,21/06/2020,0,DMDK,METTUPPALAYAM
Coimbatore,nil,21/06/2020,0,DMK,METTUPPALAYAM
Coimbatore,nil,21/06/2020,0,INC TN,METTUPPALAYAM
Coimbatore,nil,21/06/2020,0,IUML,METTUPPALAYAM
Coimbatore,nil,21/06/2020,0,MNM,METTUPPALAYAM
Coimbatore,nil,21/06/2020,0,NTK,METTUPPALAYAM
Coimbatore,nil,21/06/2020,0,PMK,METTUPPALAYAM
Coimbatore,nil,21/06/2020,0,TMC,METTUPPALAYAM
Coimbatore,nil,21/06/2020,0,AIADMK,POLLACHI
Coimbatore,nil,21/06/2020,0,BJP TN,POLLACHI
Coimbatore,nil,21/06/2020,0,DMDK,POLLACHI
Coimbatore,nil,21/06/2020,0,DMK,POLLACHI
Coimbatore,nil,21/06/2020,0,INC TN,POLLACHI
Coimbatore,nil,21/06/2020,0,IUML,POLLACHI
Coimbatore,nil,21/06/2020,0,MNM,POLLACHI
Coimbatore,nil,21/06/2020,0,NTK,POLLACHI
Coimbatore,nil,21/06/2020,0,PMK,POLLACHI
Coimbatore,nil,21/06/2020,0,TMC,POLLACHI
Coimbatore,nil,21/06/2020,0,AIADMK,SINGANALLUR
Coimbatore,nil,21/06/2020,0,BJP TN,SINGANALLUR
Coimbatore,nil,21/06/2020,0,DMDK,SINGANALLUR
Coimbatore,nil,21/06/2020,0,DMK,SINGANALLUR
Coimbatore,nil,21/06/2020,0,INC TN,SINGANALLUR
Coimbatore,nil,21/06/2020,0,IUML,SINGANALLUR
Coimbatore,nil,21/06/2020,0,MNM,SINGANALLUR
Coimbatore,nil,21/06/2020,0,NTK,SINGANALLUR
Coimbatore,nil,21/06/2020,0,PMK,SINGANALLUR
Coimbatore,nil,21/06/2020,0,TMC,SINGANALLUR
Coimbatore,nil,21/06/2020,0,AIADMK,SULUR
Coimbatore,nil,21/06/2020,0,BJP TN,SULUR
Coimbatore,nil,21/06/2020,0,DMDK,SULUR
Coimbatore,nil,21/06/2020,0,DMK,SULUR
Coimbatore,nil,21/06/2020,0,INC TN,SULUR
Coimbatore,nil,21/06/2020,0,IUML,SULUR
Coimbatore,nil,21/06/2020,0,MNM,SULUR
Coimbatore,nil,21/06/2020,0,NTK,SULUR
Coimbatore,nil,21/06/2020,0,PMK,SULUR
Coimbatore,nil,21/06/2020,0,TMC,SULUR
Coimbatore,nil,21/06/2020,0,AIADMK,THONDAMUTHUR
Coimbatore,nil,21/06/2020,0,BJP TN,THONDAMUTHUR
Coimbatore,nil,21/06/2020,0,DMDK,THONDAMUTHUR
Coimbatore,nil,21/06/2020,0,DMK,THONDAMUTHUR
Coimbatore,nil,21/06/2020,0,INC TN,THONDAMUTHUR
Coimbatore,nil,21/06/2020,0,IUML,THONDAMUTHUR
Coimbatore,nil,21/06/2020,0,MNM,THONDAMUTHUR
Coimbatore,nil,21/06/2020,0,NTK,THONDAMUTHUR
Coimbatore,nil,21/06/2020,0,PMK,THONDAMUTHUR
Coimbatore,nil,21/06/2020,0,TMC,THONDAMUTHUR
Coimbatore,nil,21/06/2020,0,AIADMK,VALPARAI
Coimbatore,nil,21/06/2020,0,BJP TN,VALPARAI
Coimbatore,nil,21/06/2020,0,DMDK,VALPARAI
Coimbatore,nil,21/06/2020,0,DMK,VALPARAI
Coimbatore,nil,21/06/2020,0,INC TN,VALPARAI
Coimbatore,nil,21/06/2020,0,IUML,VALPARAI
Coimbatore,nil,21/06/2020,0,MNM,VALPARAI
Coimbatore,nil,21/06/2020,0,NTK,VALPARAI
Coimbatore,nil,21/06/2020,0,PMK,VALPARAI
Coimbatore,nil,21/06/2020,0,TMC,VALPARAI
Erode,nil,21/06/2020,0,AIADMK,ANTHIYUR
Erode,nil,21/06/2020,0,BJP TN,ANTHIYUR
Erode,nil,21/06/2020,0,DMDK,ANTHIYUR
Erode,nil,21/06/2020,0,DMK,ANTHIYUR
Erode,nil,21/06/2020,0,INC TN,ANTHIYUR
Erode,nil,21/06/2020,0,IUML,ANTHIYUR
Erode,nil,21/06/2020,0,MNM,ANTHIYUR
Erode,nil,21/06/2020,0,NTK,ANTHIYUR
Erode,nil,21/06/2020,0,PMK,ANTHIYUR
Erode,nil,21/06/2020,0,TMC,ANTHIYUR
Erode,nil,21/06/2020,0,AIADMK,BHAVANI
Erode,nil,21/06/2020,0,BJP TN,BHAVANI
Erode,nil,21/06/2020,0,DMDK,BHAVANI
Erode,nil,21/06/2020,0,DMK,BHAVANI
Erode,nil,21/06/2020,0,INC TN,BHAVANI
Erode,nil,21/06/2020,0,IUML,BHAVANI
Erode,nil,21/06/2020,0,MNM,BHAVANI
Erode,nil,21/06/2020,0,NTK,BHAVANI
Erode,nil,21/06/2020,0,PMK,BHAVANI
Erode,nil,21/06/2020,0,TMC,BHAVANI
Erode,nil,21/06/2020,0,AIADMK,BHAVANISAGAR
Erode,nil,21/06/2020,0,BJP TN,BHAVANISAGAR
Erode,nil,21/06/2020,0,DMDK,BHAVANISAGAR
Erode,nil,21/06/2020,0,DMK,BHAVANISAGAR
Erode,nil,21/06/2020,0,INC TN,BHAVANISAGAR
Erode,nil,21/06/2020,0,IUML,BHAVANISAGAR
Erode,nil,21/06/2020,0,MNM,BHAVANISAGAR
Erode,nil,21/06/2020,0,NTK,BHAVANISAGAR
Erode,nil,21/06/2020,0,PMK,BHAVANISAGAR
Erode,nil,21/06/2020,0,TMC,BHAVANISAGAR
Erode,nil,21/06/2020,0,AIADMK,ERODE (EAST)
Erode,nil,21/06/2020,0,BJP TN,ERODE (EAST)
Erode,nil,21/06/2020,0,DMDK,ERODE (EAST)
Erode,nil,21/06/2020,0,DMK,ERODE (EAST)
Erode,nil,21/06/2020,0,INC TN,ERODE (EAST)
Erode,nil,21/06/2020,0,IUML,ERODE (EAST)
Erode,nil,21/06/2020,0,MNM,ERODE (EAST)
Erode,nil,21/06/2020,0,NTK,ERODE (EAST)
Erode,nil,21/06/2020,0,PMK,ERODE (EAST)
Erode,nil,21/06/2020,0,TMC,ERODE (EAST)
Erode,nil,21/06/2020,0,AIADMK,ERODE (WEST)
Erode,nil,21/06/2020,0,BJP TN,ERODE (WEST)
Erode,nil,21/06/2020,0,DMDK,ERODE (WEST)
Erode,nil,21/06/2020,0,DMK,ERODE (WEST)
Erode,nil,21/06/2020,0,INC TN,ERODE (WEST)
Erode,nil,21/06/2020,0,IUML,ERODE (WEST)
Erode,nil,21/06/2020,0,MNM,ERODE (WEST)
Erode,nil,21/06/2020,0,NTK,ERODE (WEST)
Erode,nil,21/06/2020,0,PMK,ERODE (WEST)
Erode,nil,21/06/2020,0,TMC,ERODE (WEST)
Erode,nil,21/06/2020,0,AIADMK,GOBICHETTIPALAYAM
Erode,nil,21/06/2020,0,BJP TN,GOBICHETTIPALAYAM
Erode,nil,21/06/2020,0,DMDK,GOBICHETTIPALAYAM
Erode,nil,21/06/2020,0,DMK,GOBICHETTIPALAYAM
Erode,nil,21/06/2020,0,INC TN,GOBICHETTIPALAYAM
Erode,nil,21/06/2020,0,IUML,GOBICHETTIPALAYAM
Erode,nil,21/06/2020,0,MNM,GOBICHETTIPALAYAM
Erode,nil,21/06/2020,0,NTK,GOBICHETTIPALAYAM
Erode,nil,21/06/2020,0,PMK,GOBICHETTIPALAYAM
Erode,nil,21/06/2020,0,TMC,GOBICHETTIPALAYAM
Erode,nil,21/06/2020,0,AIADMK,MODAKKURICHI
Erode,nil,21/06/2020,0,BJP TN,MODAKKURICHI
Erode,nil,21/06/2020,0,DMDK,MODAKKURICHI
Erode,nil,21/06/2020,0,DMK,MODAKKURICHI
Erode,nil,21/06/2020,0,INC TN,MODAKKURICHI
Erode,nil,21/06/2020,0,IUML,MODAKKURICHI
Erode,nil,21/06/2020,0,MNM,MODAKKURICHI
Erode,nil,21/06/2020,0,NTK,MODAKKURICHI
Erode,nil,21/06/2020,0,PMK,MODAKKURICHI
Erode,nil,21/06/2020,0,TMC,MODAKKURICHI
Erode,nil,21/06/2020,0,AIADMK,PERUNDURAI
Erode,nil,21/06/2020,0,BJP TN,PERUNDURAI
Erode,nil,21/06/2020,0,DMDK,PERUNDURAI
Erode,nil,21/06/2020,0,DMK,PERUNDURAI
Erode,nil,21/06/2020,0,INC TN,PERUNDURAI
Erode,nil,21/06/2020,0,IUML,PERUNDURAI
Erode,nil,21/06/2020,0,MNM,PERUNDURAI
Erode,nil,21/06/2020,0,NTK,PERUNDURAI
Erode,nil,21/06/2020,0,PMK,PERUNDURAI
Erode,nil,21/06/2020,0,TMC,PERUNDURAI
Nilgiris,nil,21/06/2020,0,AIADMK,COONOOR
Nilgiris,nil,21/06/2020,0,BJP TN,COONOOR
Nilgiris,nil,21/06/2020,0,DMDK,COONOOR
Nilgiris,nil,21/06/2020,0,DMK,COONOOR
Nilgiris,nil,21/06/2020,0,INC TN,COONOOR
Nilgiris,nil,21/06/2020,0,IUML,COONOOR
Nilgiris,nil,21/06/2020,0,MNM,COONOOR
Nilgiris,nil,21/06/2020,0,NTK,COONOOR
Nilgiris,nil,21/06/2020,0,PMK,COONOOR
Nilgiris,nil,21/06/2020,0,TMC,COONOOR
Nilgiris,nil,21/06/2020,0,AIADMK,GUDALUR
Nilgiris,nil,21/06/2020,0,BJP TN,GUDALUR
Nilgiris,nil,21/06/2020,0,DMDK,GUDALUR
Nilgiris,nil,21/06/2020,0,DMK,GUDALUR
Nilgiris,nil,21/06/2020,0,INC TN,GUDALUR
Nilgiris,nil,21/06/2020,0,IUML,GUDALUR
Nilgiris,nil,21/06/2020,0,MNM,GUDALUR
Nilgiris,nil,21/06/2020,0,NTK,GUDALUR
Nilgiris,nil,21/06/2020,0,PMK,GUDALUR
Nilgiris,nil,21/06/2020,0,TMC,GUDALUR
Nilgiris,nil,21/06/2020,0,AIADMK,UDHAGAMANDALAM
Nilgiris,nil,21/06/2020,0,BJP TN,UDHAGAMANDALAM
Nilgiris,nil,21/06/2020,0,DMDK,UDHAGAMANDALAM
Nilgiris,nil,21/06/2020,0,DMK,UDHAGAMANDALAM
Nilgiris,nil,21/06/2020,0,INC TN,UDHAGAMANDALAM
Nilgiris,nil,21/06/2020,0,IUML,UDHAGAMANDALAM
Nilgiris,nil,21/06/2020,0,MNM,UDHAGAMANDALAM
Nilgiris,nil,21/06/2020,0,NTK,UDHAGAMANDALAM
Nilgiris,nil,21/06/2020,0,PMK,UDHAGAMANDALAM
Nilgiris,nil,21/06/2020,0,TMC,UDHAGAMANDALAM
Tiruppur,nil,21/06/2020,0,AIADMK,AVANASHI
Tiruppur,nil,21/06/2020,0,BJP TN,AVANASHI
Tiruppur,nil,21/06/2020,0,DMDK,AVANASHI
Tiruppur,nil,21/06/2020,0,DMK,AVANASHI
Tiruppur,nil,21/06/2020,0,INC TN,AVANASHI
Tiruppur,nil,21/06/2020,0,IUML,AVANASHI
Tiruppur,nil,21/06/2020,0,MNM,AVANASHI
Tiruppur,nil,21/06/2020,0,NTK,AVANASHI
Tiruppur,nil,21/06/2020,0,PMK,AVANASHI
Tiruppur,nil,21/06/2020,0,TMC,AVANASHI
Tiruppur,nil,21/06/2020,0,AIADMK,DHARAPURAM
Tiruppur,nil,21/06/2020,0,BJP TN,DHARAPURAM
Tiruppur,nil,21/06/2020,0,DMDK,DHARAPURAM
Tiruppur,nil,21/06/2020,0,DMK,DHARAPURAM
Tiruppur,nil,21/06/2020,0,INC TN,DHARAPURAM
Tiruppur,nil,21/06/2020,0,IUML,DHARAPURAM
Tiruppur,nil,21/06/2020,0,MNM,DHARAPURAM
Tiruppur,nil,21/06/2020,0,NTK,DHARAPURAM
Tiruppur,nil,21/06/2020,0,PMK,DHARAPURAM
Tiruppur,nil,21/06/2020,0,TMC,DHARAPURAM
Tiruppur,nil,21/06/2020,0,AIADMK,KANGAYAM
Tiruppur,nil,21/06/2020,0,BJP TN,KANGAYAM
Tiruppur,nil,21/06/2020,0,DMDK,KANGAYAM
Tiruppur,nil,21/06/2020,0,DMK,KANGAYAM
Tiruppur,nil,21/06/2020,0,INC TN,KANGAYAM
Tiruppur,nil,21/06/2020,0,IUML,KANGAYAM
Tiruppur,nil,21/06/2020,0,MNM,KANGAYAM
Tiruppur,nil,21/06/2020,0,NTK,KANGAYAM
Tiruppur,nil,21/06/2020,0,PMK,KANGAYAM
Tiruppur,nil,21/06/2020,0,TMC,KANGAYAM
Tiruppur,nil,21/06/2020,0,AIADMK,MADATHUKULAM
Tiruppur,nil,21/06/2020,0,BJP TN,MADATHUKULAM
Tiruppur,nil,21/06/2020,0,DMDK,MADATHUKULAM
Tiruppur,nil,21/06/2020,0,DMK,MADATHUKULAM
Tiruppur,nil,21/06/2020,0,INC TN,MADATHUKULAM
Tiruppur,nil,21/06/2020,0,IUML,MADATHUKULAM
Tiruppur,nil,21/06/2020,0,MNM,MADATHUKULAM
Tiruppur,nil,21/06/2020,0,NTK,MADATHUKULAM
Tiruppur,nil,21/06/2020,0,PMK,MADATHUKULAM
Tiruppur,nil,21/06/2020,0,TMC,MADATHUKULAM
Tiruppur,nil,21/06/2020,0,AIADMK,PALLADAM
Tiruppur,nil,21/06/2020,0,BJP TN,PALLADAM
Tiruppur,nil,21/06/2020,0,DMDK,PALLADAM
Tiruppur,nil,21/06/2020,0,DMK,PALLADAM
Tiruppur,nil,21/06/2020,0,INC TN,PALLADAM
Tiruppur,nil,21/06/2020,0,IUML,PALLADAM
Tiruppur,nil,21/06/2020,0,MNM,PALLADAM
Tiruppur,nil,21/06/2020,0,NTK,PALLADAM
Tiruppur,nil,21/06/2020,0,PMK,PALLADAM
Tiruppur,nil,21/06/2020,0,TMC,PALLADAM
Tiruppur,nil,21/06/2020,0,AIADMK,TIRUPPUR (NORTH)
Tiruppur,nil,21/06/2020,0,BJP TN,TIRUPPUR (NORTH)
Tiruppur,nil,21/06/2020,0,DMDK,TIRUPPUR (NORTH)
Tiruppur,nil,21/06/2020,0,DMK,TIRUPPUR (NORTH)
Tiruppur,nil,21/06/2020,0,INC TN,TIRUPPUR (NORTH)
Tiruppur,nil,21/06/2020,0,IUML,TIRUPPUR (NORTH)
Tiruppur,nil,21/06/2020,0,MNM,TIRUPPUR (NORTH)
Tiruppur,nil,21/06/2020,0,NTK,TIRUPPUR (NORTH)
Tiruppur,nil,21/06/2020,0,PMK,TIRUPPUR (NORTH)
Tiruppur,nil,21/06/2020,0,TMC,TIRUPPUR (NORTH)
Tiruppur,nil,21/06/2020,0,AIADMK,TIRUPPUR (SOUTH)
Tiruppur,nil,21/06/2020,0,BJP TN,TIRUPPUR (SOUTH)
Tiruppur,nil,21/06/2020,0,DMDK,TIRUPPUR (SOUTH)
Tiruppur,nil,21/06/2020,0,DMK,TIRUPPUR (SOUTH)
Tiruppur,nil,21/06/2020,0,INC TN,TIRUPPUR (SOUTH)
Tiruppur,nil,21/06/2020,0,IUML,TIRUPPUR (SOUTH)
Tiruppur,nil,21/06/2020,0,MNM,TIRUPPUR (SOUTH)
Tiruppur,nil,21/06/2020,0,NTK,TIRUPPUR (SOUTH)
Tiruppur,nil,21/06/2020,0,PMK,TIRUPPUR (SOUTH)
Tiruppur,nil,21/06/2020,0,TMC,TIRUPPUR (SOUTH)
Tiruppur,nil,21/06/2020,0,AIADMK,UDUMALAIPETTAI
Tiruppur,nil,21/06/2020,0,BJP TN,UDUMALAIPETTAI
Tiruppur,nil,21/06/2020,0,DMDK,UDUMALAIPETTAI
Tiruppur,nil,21/06/2020,0,DMK,UDUMALAIPETTAI
Tiruppur,nil,21/06/2020,0,INC TN,UDUMALAIPETTAI
Tiruppur,nil,21/06/2020,0,IUML,UDUMALAIPETTAI
Tiruppur,nil,21/06/2020,0,MNM,UDUMALAIPETTAI
Tiruppur,nil,21/06/2020,0,NTK,UDUMALAIPETTAI
Tiruppur,nil,21/06/2020,0,PMK,UDUMALAIPETTAI
Tiruppur,nil,21/06/2020,0,TMC,UDUMALAIPETTAI
Coimbatore,nil,28/06/2020,0,AIADMK,COIMBATORE (NORTH)
Coimbatore,nil,28/06/2020,0,BJP TN,COIMBATORE (NORTH)
Coimbatore,nil,28/06/2020,0,DMDK,COIMBATORE (NORTH)
Coimbatore,nil,28/06/2020,0,DMK,COIMBATORE (NORTH)
Coimbatore,nil,28/06/2020,0,INC TN,COIMBATORE (NORTH)
Coimbatore,nil,28/06/2020,0,IUML,COIMBATORE (NORTH)
Coimbatore,nil,28/06/2020,0,MNM,COIMBATORE (NORTH)
Coimbatore,nil,28/06/2020,0,NTK,COIMBATORE (NORTH)
Coimbatore,nil,28/06/2020,0,PMK,COIMBATORE (NORTH)
Coimbatore,nil,28/06/2020,0,TMC,COIMBATORE (NORTH)
Coimbatore,nil,28/06/2020,0,AIADMK,COIMBATORE (SOUTH)
Coimbatore,nil,28/06/2020,0,BJP TN,COIMBATORE (SOUTH)
Coimbatore,nil,28/06/2020,0,DMDK,COIMBATORE (SOUTH)
